ticker,created_time,price,count,taker_side,trade_id,event_ticker,category,event_time,created_time_dt,event_time_dt,seconds_before_event,minutes_before_event
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T03:20:21.161143Z,0.01,200,yes,1baf71a9-1df8-4c2d-d5ea-4fcaf4d5a233,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 03:20:21.161143+00:00,2025-11-09 03:49:54.702195+00:00,1773.541052,29.559017533333336
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T03:16:07.119089Z,0.01,146,yes,47b04a74-9e48-73d9-a3dc-45e8dfba4e0b,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 03:16:07.119089+00:00,2025-11-09 03:49:54.702195+00:00,2027.583106,33.793051766666665
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T03:09:26.342189Z,0.01,200,no,ad59e085-09a6-71f8-94f1-46349e142fd3,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 03:09:26.342189+00:00,2025-11-09 03:49:54.702195+00:00,2428.360006,40.47266676666666
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T03:09:02.740283Z,0.01,300,no,c6c97850-5233-68f8-4374-676b662be828,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 03:09:02.740283+00:00,2025-11-09 03:49:54.702195+00:00,2451.961912,40.86603186666667
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T03:09:02.740283Z,0.01,1,no,347f276f-3541-6f6b-5e1e-b77560662d47,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 03:09:02.740283+00:00,2025-11-09 03:49:54.702195+00:00,2451.961912,40.86603186666667
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T03:08:56.495922Z,0.02,200,no,76f0a066-c061-6b3c-3bb6-3f010efd4813,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 03:08:56.495922+00:00,2025-11-09 03:49:54.702195+00:00,2458.206273,40.970104549999995
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T02:52:32.076595Z,0.05,100,no,9d2fbb77-7aa5-554b-6ced-0e96bb14da88,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 02:52:32.076595+00:00,2025-11-09 03:49:54.702195+00:00,3442.6256,57.37709333333333
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T02:51:07.542415Z,0.06,6,no,c5a90c85-6811-6349-2587-e2d0ea742c58,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 02:51:07.542415+00:00,2025-11-09 03:49:54.702195+00:00,3527.15978,58.78599633333333
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T02:50:17.359637Z,0.06,52,no,cf7aa1bb-8871-5075-a8af-80d6de40b59c,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 02:50:17.359637+00:00,2025-11-09 03:49:54.702195+00:00,3577.342558,59.62237596666667
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T02:48:25.496598Z,0.06,40,no,308c1595-2fdd-5a75-08b0-b89eaad14ebc,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 02:48:25.496598+00:00,2025-11-09 03:49:54.702195+00:00,3689.205597,61.48675995
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T02:47:18.975481Z,0.06,1,no,6db38422-5349-7a79-86fa-8481544d82c0,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 02:47:18.975481+00:00,2025-11-09 03:49:54.702195+00:00,3755.726714,62.59544523333333
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T02:43:19.613271Z,0.06,1,no,223ca0a4-a00d-6475-015c-47f8d61bf014,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 02:43:19.613271+00:00,2025-11-09 03:49:54.702195+00:00,3995.088924,66.5848154
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T02:35:24.578691Z,0.08,77,no,25e00701-3877-7c5d-3551-c79c1edc0bc3,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 02:35:24.578691+00:00,2025-11-09 03:49:54.702195+00:00,4470.123504,74.5020584
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T02:25:16.61952Z,0.08,15,no,977d7192-2637-4305-4862-ed5409cd2ad7,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 02:25:16.619520+00:00,2025-11-09 03:49:54.702195+00:00,5078.082675,84.63471125
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T02:22:52.408869Z,0.08,1,no,9da967cc-e2d3-4e7d-99f2-f0864603335b,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 02:22:52.408869+00:00,2025-11-09 03:49:54.702195+00:00,5222.293326,87.0382221
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T01:18:34.145928Z,0.08,7,no,ad5992f2-2b4f-5e0d-53a0-d15eb0be1c2b,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 01:18:34.145928+00:00,2025-11-09 03:49:54.702195+00:00,9080.556267,151.34260445
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T00:57:29.908228Z,0.16,100,no,8919532f-6bfb-7ecd-7433-257832aa3f6f,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 00:57:29.908228+00:00,2025-11-09 03:49:54.702195+00:00,10344.793967,172.4132327833333
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T00:57:29.908228Z,0.21,100,no,00792f60-da77-7b7c-7a89-329c9c3cd0fc,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 00:57:29.908228+00:00,2025-11-09 03:49:54.702195+00:00,10344.793967,172.4132327833333
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T00:47:24.574532Z,0.31,100,no,d6e114cc-0fc1-5cd9-0dda-b44e7d713cd4,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 00:47:24.574532+00:00,2025-11-09 03:49:54.702195+00:00,10950.127663,182.50212771666665
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T00:41:07.267711Z,0.22,63,no,6bf09130-7855-651d-6e2a-3d583dd8f353,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 00:41:07.267711+00:00,2025-11-09 03:49:54.702195+00:00,11327.434484,188.79057473333333
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T00:19:31.791938Z,0.37,2,no,e6eabf14-83fd-574f-fb8b-f6dc9131e964,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 00:19:31.791938+00:00,2025-11-09 03:49:54.702195+00:00,12622.910257,210.38183761666667
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T00:15:18.961328Z,0.53,18,yes,57c64372-a53d-7c0d-f3c1-1d7a7b414490,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 00:15:18.961328+00:00,2025-11-09 03:49:54.702195+00:00,12875.740867,214.59568111666667
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T00:11:41.533682Z,0.6,50,no,3a3c0086-e590-40f1-7621-83db14ae4916,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 00:11:41.533682+00:00,2025-11-09 03:49:54.702195+00:00,13093.168513,218.21947521666667
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T00:10:57.175623Z,0.63,7,yes,1cdfc7ee-f222-50e4-9ee1-f21847ce7744,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 00:10:57.175623+00:00,2025-11-09 03:49:54.702195+00:00,13137.526572,218.95877620000002
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T00:06:27.489849Z,0.47,6,no,aba89954-88a0-548f-ab28-f0380393844a,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 00:06:27.489849+00:00,2025-11-09 03:49:54.702195+00:00,13407.212346,223.4535391
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T00:00:05.974653Z,0.48,9031,no,9c0e98f4-ce4b-4f74-1d34-6a6aa2639c14,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 00:00:05.974653+00:00,2025-11-09 03:49:54.702195+00:00,13788.727542,229.8121257
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T00:00:05.974653Z,0.47,7757,no,4469e36c-7868-4bcd-3189-8b9500a1c1fa,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 00:00:05.974653+00:00,2025-11-09 03:49:54.702195+00:00,13788.727542,229.8121257
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-09T00:00:05.974653Z,0.46,5031,no,0b185c37-004d-42d7-17e7-d1eebcb35e8d,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-09 00:00:05.974653+00:00,2025-11-09 03:49:54.702195+00:00,13788.727542,229.8121257
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T23:59:53.489583Z,0.5,15,yes,b57ec94d-0849-6bda-e073-fce334a35939,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 23:59:53.489583+00:00,2025-11-09 03:49:54.702195+00:00,13801.212612,230.02021019999998
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T23:58:24.152182Z,0.48,146,no,e20701a5-c35e-50b6-723a-8e37c1bad3f8,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 23:58:24.152182+00:00,2025-11-09 03:49:54.702195+00:00,13890.550013,231.50916688333334
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T23:44:17.391231Z,0.5,40,yes,5c4b102f-668d-75c6-23a0-0c973f604c75,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 23:44:17.391231+00:00,2025-11-09 03:49:54.702195+00:00,14737.310964,245.6218494
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T23:43:18.689045Z,0.5,17,yes,9e899b77-09e1-6ade-3f3c-4391dea992d5,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 23:43:18.689045+00:00,2025-11-09 03:49:54.702195+00:00,14796.01315,246.60021916666668
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T23:39:38.376945Z,0.5,837,yes,502f4cbd-bed1-5f32-62c3-be5097a3d679,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 23:39:38.376945+00:00,2025-11-09 03:49:54.702195+00:00,15016.32525,250.2720875
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T23:25:43.245976Z,0.48,102,no,7d0ccb0c-c7be-519e-3da6-9921c47b7744,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 23:25:43.245976+00:00,2025-11-09 03:49:54.702195+00:00,15851.456219,264.1909369833333
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T23:25:06.415818Z,0.48,9,no,466cfd2d-4142-502e-823e-cf62779ed480,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 23:25:06.415818+00:00,2025-11-09 03:49:54.702195+00:00,15888.286377,264.80477295000003
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T23:23:47.164598Z,0.5,5,yes,9ac615fb-7409-4572-456c-d395beffc3f9,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 23:23:47.164598+00:00,2025-11-09 03:49:54.702195+00:00,15967.537597,266.1256266166667
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T23:22:08.825722Z,0.5,9,yes,577c3c03-abd5-4ae2-7565-42334a3c544d,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 23:22:08.825722+00:00,2025-11-09 03:49:54.702195+00:00,16065.876473,267.7646078833333
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T23:21:16.648892Z,0.5,199,yes,a50a6a16-45ed-6806-caa0-b5ba4f68b099,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 23:21:16.648892+00:00,2025-11-09 03:49:54.702195+00:00,16118.053303,268.6342217166667
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T23:21:15.426408Z,0.49,1807,yes,fc24148e-5ead-682c-c716-d0f366d4bfe5,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 23:21:15.426408+00:00,2025-11-09 03:49:54.702195+00:00,16119.275787,268.65459645
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T23:21:15.426408Z,0.49,395,yes,76b69189-674a-643f-d176-8846edde653e,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 23:21:15.426408+00:00,2025-11-09 03:49:54.702195+00:00,16119.275787,268.65459645
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T22:39:50.593156Z,0.49,1,yes,e6bbb07d-144d-5874-f117-04d7232512d5,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 22:39:50.593156+00:00,2025-11-09 03:49:54.702195+00:00,18604.109039,310.0684839833333
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T22:24:14.619608Z,0.48,10,no,f385585b-74b6-58c2-d123-21756f1ca210,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 22:24:14.619608+00:00,2025-11-09 03:49:54.702195+00:00,19540.082587,325.6680431166667
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T22:11:38.49219Z,0.49,192,yes,4c2959dc-4581-665c-bc00-ab8b7be83255,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 22:11:38.492190+00:00,2025-11-09 03:49:54.702195+00:00,20296.210005,338.27016675
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T22:11:38.49219Z,0.49,5,yes,2391d119-3360-6a19-ac63-efd2450986e7,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 22:11:38.492190+00:00,2025-11-09 03:49:54.702195+00:00,20296.210005,338.27016675
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T22:10:00.231742Z,0.48,10,no,25cbd10f-6406-4416-31ab-c42514c2b400,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 22:10:00.231742+00:00,2025-11-09 03:49:54.702195+00:00,20394.470453,339.90784088333334
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T22:02:56.463913Z,0.48,57,no,a8593102-65b1-43de-3895-76724d671296,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 22:02:56.463913+00:00,2025-11-09 03:49:54.702195+00:00,20818.238282,346.97063803333333
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T22:02:56.463913Z,0.48,129,no,6922d79e-fa32-4b6a-1f78-682591efec28,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 22:02:56.463913+00:00,2025-11-09 03:49:54.702195+00:00,20818.238282,346.97063803333333
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T21:38:15.916345Z,0.48,46,no,77646d45-d835-4afc-ab81-8b116b4a9b5f,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 21:38:15.916345+00:00,2025-11-09 03:49:54.702195+00:00,22298.78585,371.64643083333334
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T21:38:15.916345Z,0.48,70,no,4c3d1993-ee54-48be-b083-802896e67d04,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 21:38:15.916345+00:00,2025-11-09 03:49:54.702195+00:00,22298.78585,371.64643083333334
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T21:38:15.916345Z,0.48,42,no,169db1e6-e445-4a3a-8032-2c4ccea54032,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 21:38:15.916345+00:00,2025-11-09 03:49:54.702195+00:00,22298.78585,371.64643083333334
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T21:28:41.637976Z,0.49,118,yes,ccd6a621-ecce-7ba2-a83f-64d7120d1f9c,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 21:28:41.637976+00:00,2025-11-09 03:49:54.702195+00:00,22873.064219,381.21773698333334
KXNCAAFTOTAL-25NOV08WAKEUVA-48,2025-11-08T17:40:11.966459Z,0.5,9,yes,929ae234-31cc-6787-4652-3f145cc55964,KXNCAAFTOTAL-25NOV08WAKEUVA,Sports,2025-11-09T03:49:54.702195Z,2025-11-08 17:40:11.966459+00:00,2025-11-09 03:49:54.702195+00:00,36582.735736,609.7122622666667
